line,label
@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! ,0
"is going to priceline (city) tomorrow, but lost her 'must haves' list ",0
&quot;CorpseGrinder&quot;... now I like my undead pet! #WoW ,4
@crazyshelle thanks! ,4
"@Umbrella_Skies btw, send me the originals of our mirror pictures plz? ",4
@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,0
I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad ,0
"I don't want to wake up early tomorrow.  Damn you, work!",0
@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,0
ah..I hate flu..now its third day. guess what happened accidently I shaved my eye brows off. I need glasses ,0
Im am officially opening the pre-application process for the position of girlfriend. Ladies Hit me on facebook so we can properly monitor ,4
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,0
"@kissotaku Ah, there you go, audio working now. Cooool. ",4
"@simX Yeah. I always slow down at the end  ��also, take that! I win.",0
@cufa Getting lots of dentist time myself at the moment. Very stressfull and sore  take it nice and easy for the rest of the day!,0
AHHHHHHH! Everyones doing laundry except me ,0
finally! updated...oohh I sooo miss the internet {sorry to say that woop2x may not open apr.10}  so how's it goin'??,0
No phantasy star yesterday  going to work...,0
watching NCIS. Is it the grey hair that makes Mark Harmon so attractive? I think so. ,4
Man Work is Hard ,0
Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco ,0
Divine Mercy Novena: Ninth Day ,4
Just saw fast and furious movie! Got 2 love fast cars... Wat u all thk? Muscle vs import? ,4
"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... ",0
@Sir_Almo it wont let me play DOH keeps saying user not valid ,0
"76 days til H-Town with Shante, Veronica, Carol, &amp; BEY!  WOO!",4
@marleyuk I think you spoke too soon - big black rain cloud charging towards town now ,0
Going to sleep. Hoping tomorrow is a better day. ,0
Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.,0
I'm up way to late to be working for a client 12:10 AM  #fb,0
@Kal_Penn thank you for being a great character on House! I'm sad to see you go! ,0
@StewHumphrey as in my oldidity is catching up with me ,4
@EllenDeG ellen......... Do my messages not get to you.......  if you didn't notice i'm sad. I try so hard to communicate wif u,0
got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,0
loves being spoiled by her hubby. ,4
@bethemily the rain is okay with me because its nice and calm on the patio. The rain only adds to this setting. ,4
@joesgirl MyKenzi (my daughter) just did her associational drill today ,4
"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",0
My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now ,0
"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",0
going to eat Lunch.  be back in a sec.�,4
Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night ,0
@dra6on now I am sad cos u r sad ,0
"@c_griffin okay, i missed your message until now, I'll come by tomorrow before rehearsal ",4
Laying in the Living Room... Watching Forensic Files... Talking to my Sisters!!!  The Good Times!!!,4
I love my life  (via #zenjar ),4
ps just broke my fucking phone ,0
@PreciousN0thing LOL!! Ballz and nutsacks!!    There's something else I don't say very often... ,4
Family guy awsome ,4
@shelikescute that's so sad ,0
"sick again...    Quote:&quot;I'm sick Sophie!!!...make me feel better! now, or I'll bite you&quot;-nick Jonas everyone  ",4
just made a sacrifice to the banana gods and spoke the sacred banana god language ,4
@shelleywchang Yep! I loved it! ,4
@pelf81 but work is demanding for so much more ,0
"ALSO I learned that my other grandpa, who passed away 8 years ago, got a college scholarship for singing after the war. Thanks grandpa Ed ",4
"off for the rest of the night, bye tweeters ",4
reserved my twitter name that's all ,4
@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately ,0
@Nightwyrm no not yet ,0
"@Wende It went SUPER well! I made money, taught lovely ladies how to make yarn, and chatted until I could chat no more!  ",4
@fabuloustoccara that's great! ,4
@pierce4me you should get facebook again! its better than twittering  =P,4
"faces a mammoth task for the rest of the day, so many things to do, so little time   ",0
Dinner on the beach for the second night in a row. Florida living is the way to go. ,4
@schlanghole let me write up a business plan and I'll get back to you asap   thanks for the opportunity.,4
@alessia89 OMG chase and cameron are getting married!!!!! awww ,4
"yay, my favorite person EVER; khloe kardashian now has a twitter(: veryyy happppppy ",4
It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup ,0
@KevinCheungDJ No worries. ,4
playing with jared he is the happiest cutest baby ever! ,4
@JesMayhemWA Still trying to sell the prelude? ,0
"@MitchAllan Yeah, I just got home.  Cool! I want to check out the new music!",4
@Jenn65  Yep... Sunday here now... almost 11.40am Been up for a while trying to get through all the MJO posts ,4
blagh class at 8 tomorrow ,0
"@dhewlett Please follow me, ur oh so kewl!!!!     ",4
"@edjit thanks, should be fun ",4
Another nice day.. Awesome ,4
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,0
I NEED to post a video!!!!  But I'm stuck...,0
 there is no way i can go to school today im way to sick,0
"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing ",0
@brianangelday26 i jus wanted to say your the sweetest and i love you for being there for ur fans!!! i appreciate it ,4
@RubyRose1 awww wish i could go! but its in sydney ,0
"i fell tired, i want to sleep, but im almost done with some work, and i need to go to the bathroom ",0
"@cyandle alright. Well my new diet is going good so far. So, I think I'll beat you to a 6 pack. I should weigh myself soon.  @arispoker",4
i think my arms are sore from tennis ,0
@cathy_nutrition Ok..that's fine. ,4
@derek319 @shwe370 sweet! That was fun... Except it stretched my browser... And I was watching Twit! ,0
"@SadikMorshed I guess you'll have to get started on a new plan. I do prefer somewhere warm, for the record. ",4
shelb and i shall have a movie fest ,4
@TerryFree Lol byeee time to go ,0
"@SherriGarrity Sorry I missed responding yesterday  Rochester is in MN, so we are not to far from each other! Dark chocolate rocks!",0
@stephenkruiser awww so sad!!!  I'm so sorry!!,0
hmmm im going to bed... G'nite all ,4
the angel is going to miss the athlete this weekend ,0
Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? ,0
@deathcabfor_me not until you mentioned it.. this convo is the best epic twitter convo ever!  made me feel better! *biiiiiiiiig e-hugs* ,4
IS IT HOT IN HERE OR IS IT JUST ME??  OH ITS ME ,4
@rodrigo very grey morning ,0
ripped switcheasy colors ,0
Carmel frap and a cookie for the day ,4
Alex from the &quot;Tech Advisors&quot; blog http://tinyurl.com/d9q8lw just accepted my offer as a guest blogger for my Teck~Line blog. ,4
Downtown Disney in a while ,4
@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,0
all these crazy pollen trees in Washington state are making my sinuses go crazy ,0
I hate when I have to call and wake people up ,0
Investigating the North tower of the Mt washington.  This place never lets us down.  ,4
@Harmohn you really remind me of someone I used to work with ,4
&lt;3 great community  #asot400,4
@sdoocy yawn. i don't know! night! ,4
"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",0
I wanna be in a punk rock band again ,0
is ready to go to bed..long day tomorrow ,0
"@suareasy http://twitpic.com/3kr7v - haah, he's still alive!? Ha, You're ten &amp;a half time's cooler than him ",4
Sleeping girls = quiet house = snack time! ,4
Everyone follow @charitywater. It's a truly wonderful cause. ,4
@almostcool i'm off now ,0
The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,0
@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,0
"i think from now on, i'm bringing my camera everywhere i go. Besides school - haha ",4
i feel sick  too much icecream,0
im so tired this morning and there was only cold shower water!not happy ,0
is coldd ,0
..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... ,0
"@tomstoyz Hee hee, want!  Hello, Bat-Kitty. You so cute.",4
"@flipgonzo You should write a poem about that, you got a good start ",4
Guess what my son picked for our dinner? Vietnamese beef noodle soup! One of my favorite foods back in graduate school &amp; still is. ,4
"Today I realized I am too good at hiding things, even I can't find it ",0
@Wreckchaser09 lol huh? when u r done? dare i ask ,4
rt @KimKardashian Khloe just got fired from the Apprentice ,0
Working on the Holy Week ,0
And what one thing could turn this sucky saturday night around?  Snl's 'best of amy poehler'    i love that woman.,4
back @ work. Had a bad start of day almost falling down the stairs  Not enjoying work yet...,0
Tony has changed so much. Why did he have to change? ,0
"@HubertGAM Yummy. How's the whole bachelor thing going? I hope your travel mishaps wore themselves out, especially for the trip home ",4
"@TyJaneTrev i agreee! clearly they only want attention, SORRY I COULDN'T CATCH THE TRAIN MATEEE ",0
Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ,0
someone down the beace is setting off fireworks ,4
@TimP103 Run away from Skype.. ,4
@Schofe not off the side of the bridge I hope? ,0
@breadandbadger Congrats!!  i totally forgot to submit photos ,0
"atekinzz, where in the world are you?? ",0
@supersport I miss my buddy  ill be in NY on the 25th,0
im soooo cold right now ,0
@ScottyBeane Goooood!!! I've missed you guys! Have only been able to tweet a few times a day! Having a great time in Tampa  How are YOU!,4
Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,0
It's 6.20pm - early days in a looooooong night at work ,0
"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ",0
There's more security here than at Sydney Airport. And no spirits at the bar!  #startrek,0
"Worked overtiime, ahhh. Finally home  babeeee, imishu &lt;3",4
"@KellyOlexa you know I'm proud of ya, I'm not going to keep repeating it, but I WILL say &quot;YOU GO, GIRL!!!&quot; ",4
missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;,0
no! i lost a loyal ,0
That'll do it!! #blackhawks WIN! 2-0 lead in the series... started off shakey but they came back to seal the 3-2 win! ,4
"@agt9274 Britney is fine once in awhile, but I wouldn't give her money by going to her concert. Now, Trent, on the other hand....! ",4
At sports authority buying some new sports bras and soffes for tomorrow ahhh ,4
@gaspitsnicole sigh me too  mostly i miss hsnging out with my friends damn growing up : p oh yeah i miss being able to spell too lol,0
"Struggling regarding the fact that dance is 5 days away!!  On the other side, Vacation!!!!",0
haven't talk with aaliyah love in a few  miss her some. wife says to thank her for the mags she sent us ;),0
"just enabled ActiveSync on my Google Apps account, I can now sync my contacts and calendars over the net, but no mail as of yet ",0
its sprained!!  so glad im on holidays,0
"@LOSTmeself ;; uh.. february something, haha!  imy! ",0
a 50year young man wins it make this 60 year youngman feel good! ,4
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,0
